textID,original,sentiment,prefix,completion,combined,cosine_sim
e39cb0ca13,  lol - thats 51p less ive got towards the cruise!!,neutral,<sentiment: neutral>lol - thats 51p, for a can of beans then!,<sentiment: neutral>lol - thats 51p for a can of beans then!,0.037766121327877045
5f54c3d4cb,"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",negative,"<sentiment: negative>That seized bolt, ya it`s still stuck! The bushing is actually"," fine, but the bolt is stuck in the block.  I need a new block","<sentiment: negative>That seized bolt, ya it`s still stuck! The bushing is actually fine, but the bolt is stuck in the block.  I need a new block",0.46200990676879883
62e1413e85, Hearing that my songs brighten someone`s day always makes ME grin.,positive,<sentiment: positive>Hearing that my songs brighten, someones day is the best feeling,<sentiment: positive>Hearing that my songs brighten someones day is the best feeling,0.21883806586265564
d7b287d1e7,where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,neutral,<sentiment: neutral>where r all the 5am tweets from  people...oh that`s right, they`re all in bed...lol...i`m a night owl,<sentiment: neutral>where r all the 5am tweets from  people...oh that`s right they`re all in bed...lol...i`m a night owl,0.23338136076927185
67ff57361c,Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,neutral,<sentiment: neutral>Working on Canada Shoots information.  Coming your way soon if, you are not already a member.  Check it out!,<sentiment: neutral>Working on Canada Shoots information.  Coming your way soon if you are not already a member.  Check it out!,0.11433576792478561
762a44afb6,Mrs.Bates left,neutral,<sentiment: neutral>Mrs, is in the hospital,<sentiment: neutral>Mrs is in the hospital,0.1563473492860794
1a38bc0602,Hates having broken wrist and has PE next ugh,negative,<sentiment: negative>Hates having broken wrist, and can't play guitar,<sentiment: negative>Hates having broken wrist and can't play guitar,0.14193828403949738
a0c3ef4a01,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,positive,<sentiment: positive>watching SNL with guess Justin Timberlake...OM,G...he`s sooo funny!  love it,<sentiment: positive>watching SNL with guess Justin Timberlake...OMG...he`s sooo funny!  love it,0.3140273988246918
de2a14a465,Last day of CGI 09,neutral,<sentiment: neutral>Last day of, school for the year,<sentiment: neutral>Last day of school for the year,0.1287131905555725
94488794d4, Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,neutral,<sentiment: neutral>Who To Say Hi To And Who To Buy, Drinks For At The #asot400 Party,<sentiment: neutral>Who To Say Hi To And Who To Buy Drinks For At The #asot400 Party,0.17390096187591553
12b631ca7b," thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",neutral,"<sentiment: neutral>thank you! i was just playing that a moment ago, actually! a", lot of people have been asking me to play it. i love that song.,"<sentiment: neutral>thank you! i was just playing that a moment ago, actually! a lot of people have been asking me to play it. i love that song.",0.20276115834712982
95dfefd4e7,Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,positive,<sentiment: positive>Well off 2 bed...cant wait 2 party, tonight! 2morrow is gonna be a good day,<sentiment: positive>Well off 2 bed...cant wait 2 party tonight! 2morrow is gonna be a good day,0.3838787078857422
e637c11dca,is gonna be mad hungry when I get home. Forgot my money...,negative,<sentiment: negative>is gonna be mad hungry when I, get home. I missed lunch.,<sentiment: negative>is gonna be mad hungry when I get home. I missed lunch.,0.1676214635372162
3775d15b1d, So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats,neutral,<sentiment: neutral>So when are you guys coming to Alabama...you were, here last year and I missed you  Please come back!,<sentiment: neutral>So when are you guys coming to Alabama...you were here last year and I missed you  Please come back!,0.2509410083293915
7f62c60ffe, hey plz look > http://www.twitpic.com/5m7vd < what do u think? plz tell me,neutral,<sentiment: neutral>hey plz look > http://www.twitpic.com/,4w2q3 i want to go to the movies with you,<sentiment: neutral>hey plz look > http://www.twitpic.com/4w2q3 i want to go to the movies with you,0.08917787671089172
a5abb95859,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,positive,<sentiment: positive>#bouvierb-day is on trending, topics!  Happy birthday to my favorite dog,<sentiment: positive>#bouvierb-day is on trending topics!  Happy birthday to my favorite dog,0.24913449585437775
e32bcc9304,http://skipall.com/8p.png  The come apart easy enough,positive,<sentiment: positive>http://skipall.com/8,x4 - I love this song,<sentiment: positive>http://skipall.com/8x4 - I love this song,0.09328137338161469
f4e8990f70,sadly  brother told me there are no skateparks where he lives. BUMMER!,negative,<sentiment: negative>sadly  brother told me there are no skate, shops in the area.  #sadpanda,<sentiment: negative>sadly  brother told me there are no skate shops in the area.  #sadpanda,0.15138597786426544
2f9f6f89cd, Tell X to email me pics! OfficialShew,neutral,<sentiment: neutral>Tell X to email me, so we can hang out soon,<sentiment: neutral>Tell X to email me so we can hang out soon,0.0966339185833931
a86d48a430,Heaos keen for next weekend.        Mummy. <3,positive,<sentiment: positive>Heaos keen for next weekend, in the sun  xoxo,<sentiment: positive>Heaos keen for next weekend in the sun  xoxo,0.14366887509822845
1e2e4371a9,i hate stupid boys! arrgh,negative,<sentiment: negative>i hate stupid, people like that.,<sentiment: negative>i hate stupid people like that.,0.1809169501066208
dd3dbdf77e, hi Ms. Fussy  *waves*,neutral,<sentiment: neutral>hi Ms. F,annnnnnnnn,<sentiment: neutral>hi Ms. Fannnnnnnnn,0.24340097606182098
8d4c510735, I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,negative,<sentiment: negative>I hope you didn`t take that quote personally!! I`ve been throwing, that around for years. I`m sure it`s not meant to offend.,<sentiment: negative>I hope you didn`t take that quote personally!! I`ve been throwing that around for years. I`m sure it`s not meant to offend.,0.2942935824394226
4ea8274298,at `s with ,neutral,<sentiment: neutral>at, the movies,<sentiment: neutral>at the movies,0.05346200615167618
b521edea57, sounds like you`re having a great time,positive,<sentiment: positive>sounds like you`,re having a good day,<sentiment: positive>sounds like you`re having a good day,0.24529346823692322
a74b7578a5,"You spelled my name wrong, but message received   http://tinyurl.com/krw9p3",neutral,"<sentiment: neutral>You spelled my name wrong, but message received  ", and I`m going to take it to heart,"<sentiment: neutral>You spelled my name wrong, but message received   and I`m going to take it to heart",0.1374681442975998
173738ce2a, email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,neutral,<sentiment: neutral>email those pics on ur labtop to me...  I wana put, them on my myspace...  I`ll send u my email.,<sentiment: neutral>email those pics on ur labtop to me...  I wana put them on my myspace...  I`ll send u my email.,0.33083441853523254
674bb5ca74,British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as part of sprout seaso.. http://tinyurl.com/c7kvb6,neutral,<sentiment: neutral>British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as, it`s a bit of a family affair  http://bit.ly/1zg0,<sentiment: neutral>British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as it`s a bit of a family affair  http://bit.ly/1zg0,0.16182753443717957
6e424d5ccf," and Im just going into work... if we were married, we wud never see each other",negative,<sentiment: negative>and Im just going into work... if we," don`t get a new job soon, its bad","<sentiment: negative>and Im just going into work... if we don`t get a new job soon, its bad",0.3049699664115906
d4305524e2, Weird! Maybe all the updates just aren`t being sent to my phone  Haha,negative,<sentiment: negative>Weird! Maybe all the updates just aren,`t showing up for you. Sorry about that,<sentiment: negative>Weird! Maybe all the updates just aren`t showing up for you. Sorry about that,0.10756421834230423
e71ac19463,"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there`s a camera in my hand",neutral,<sentiment: neutral>http://twitpic.com/4jbwh - we were at a, bar in the city and I saw you and I didn`t know what to do,<sentiment: neutral>http://twitpic.com/4jbwh - we were at a bar in the city and I saw you and I didn`t know what to do,0.0462556891143322
ab464f70e6,I wish it would rain...but it won`t,neutral,<sentiment: neutral>I wish it would rain, so I could stay in bed,<sentiment: neutral>I wish it would rain so I could stay in bed,0.13948768377304077
d546f8c422,Amazing day with my boyfriend. He`s a good drummer.,positive,<sentiment: positive>Amazing day with my boyfriend., He`s the best thing ever.,<sentiment: positive>Amazing day with my boyfriend. He`s the best thing ever.,0.2366706281900406
bab26fdc24, pansy  wtf codeh?!,negative,<sentiment: negative>pansy , is a ****,<sentiment: negative>pansy  is a ****,0.2657693922519684
4f0c1d97c4,I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,negative,<sentiment: negative>I should have know that 'extra hand' comment would cause trouble, http://twitpic.com/4w6j3,<sentiment: negative>I should have know that 'extra hand' comment would cause trouble http://twitpic.com/4w6j3,0.15752367675304413
24a7c7e988,"Going to i don`t know where with taylor,dolton,jacob, chris and my sister.",neutral,"<sentiment: neutral>Going to i don`t know where with taylor,d","ylan, and jess.  i love you guys","<sentiment: neutral>Going to i don`t know where with taylor,dylan, and jess.  i love you guys",0.13480925559997559
b7b0f4fb71,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,positive,<sentiment: positive>Just got back from a run & I`m, off to the gym.  Good morning everyone!,<sentiment: positive>Just got back from a run & I`m off to the gym.  Good morning everyone!,0.2198619842529297
6957e5f1bf, How come?,neutral,<sentiment: neutral>How, are you?,<sentiment: neutral>How are you?,0.2367958426475525
ee87e14bee, yes  and i want you to keep going if you would ;),positive,<sentiment: positive>yes  and i want you, to come to my house too!,<sentiment: positive>yes  and i want you to come to my house too!,0.24325990676879883
0f9b915617,Sunburn ouch,negative,<sentiment: negative>Sun,burn hurts,<sentiment: negative>Sunburn hurts,0.1859087198972702
f3afed1887, Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,positive,<sentiment: positive>Fun times ~ that`s my friends beer!  here`s, to many more fun times with you and your new wife!,<sentiment: positive>Fun times ~ that`s my friends beer!  here`s to many more fun times with you and your new wife!,0.2714979946613312
51d74124da,It appears I`m going home tomorrow...and it`s not a good thing...,negative,<sentiment: negative>It appears I`m going home tomorrow,.  I`m not happy about it,<sentiment: negative>It appears I`m going home tomorrow.  I`m not happy about it,0.22399777173995972
bcd831b113,The graduation ceremony should be starting about now. I really wish I could be there.,positive,<sentiment: positive>The graduation ceremony should be starting about now,.  I hope it goes well.,<sentiment: positive>The graduation ceremony should be starting about now.  I hope it goes well.,0.28525257110595703
