text,sentiment
Hy Cole.I come from Germany and My biggest wish is to have contact with you.I know that I never can see you but it�s OK. ,positive
"photoboth is black&amp;white. and wayyy old. we call him Herbert lol. I love him, he's like a living legend.  gotta love Berlin &lt;3",positive
"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys ",positive
Is chilling wit my boy ,positive
"@iwrotethis: Nope, you just caught me, cheers, I'm sure I will. Hope the sunshine holds out for you ",positive
Is on the train  more shopping Yay,positive
Had a good start today! ,positive
is going to get some cereallllllll  will be living off Lucky Charms next week! WOOPWOOP!,positive
...it will only get worse come winter.   The Chai at the Goldfish Bowl is the best out!,positive
Good routes here  http://www.bikely.com/maps/bike-path/Manly-Dam-Mountain-Bike-Track was today's ride. 2 laps!,positive
We had a visit from our lovely zone head today .... nice ,positive
"cool, I've got more followers! people are interested.....      ",positive
I second to that Ian - thank you ,positive
"Downloaded the pollock app, I quite like it! Drew a flower lolz   http://twitpic.com/2y7t8",positive
heh heh dirty is always good gurl!  I like how you think ,positive
Mmm mummy's culinary skills has been improving. Smells so good!  i'm loving home cooked food!,positive
hi cutie  welcome to the twitternation,positive
Good morning! Feeling happier today? ,positive
You've come to the right place. I own an office interiors company!  How big would you like your desk?,positive
Who is @Maotai? I like Maotai spirit very much! ,positive
wow  that was an experience  you don't need to see repeated again glad he is ok. ,positive
happy birthday! ,positive
yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it ,positive
in the process of making doll no. 2 and it's looking heaps better and cuter ,positive
http://twitpic.com/2y7tc - My bby is so adorable ,positive
"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me ",positive
a revolution in household detergent introducing  #kidscleaning   get one now while stocks last ,positive
: CONGRATULATIONS DAVE!! Enjoy the little 'un!  xxx,positive
besties staying tonite  !!,positive
"hey ho, jared! I'm vegan too...hope you're all right ",positive
"I am now, by .. um.. 2  WOOOO!",positive
morning everyone. ,positive
I'm up for it! can't wait to here more details ,positive
I sure will. ,positive
is a bit happier. She found her Chanel sunglasses. ,positive
Going to bed  goodnightttttt!,positive
Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong ,positive
I GET IT WOOOOOOOOOOOO  ,positive
Billie Holiday - I love this one  �T�ain�t Nobody�s Business If I Do�,positive
Jon Stewart loves Twitter  http://www.thedailyshow.com/video/index.jhtml?videoId=219519&amp;title=twitter-frenzy,positive
Our plans are coming together nicely! I am very happy indeed today ,positive
my uni is playing POTC outside and free hotX buns. i feel lovvvved  ,positive
Me  Happy Birthday! Loving the foxy avatar pic as well  Serious party plans for the big day?,positive
Interesting night! i love my sisters ,positive
awesome song by Press play on tape: http://www.youtube.com/watch?v=hLWw1OpDrpI geekyness at it's best ,positive
"Good so far thanks, hope yours will treat you well too ",positive
"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day ",positive
"enjoy  I just can't get into it this season, but happy to know that you're getting your groove on.",positive
"Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist ",positive
hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE! ,positive
Love the videos William  New to twitter x,positive
I got an Openmoko FreeRunner and now and Android G1 as well!! yAy! ,positive
I am looking for the berocca then all will be well ,positive
"pleasant is right  thank u V8 ppl, ur the best!!!",positive
New Holiday Parade CD! Awesome ,positive
i'm twittering from my new iphone love it! ,positive
take me to a place where we can have some fun and dance the night away ,positive
i would really like a towelie towel thanks ,positive
yessssssssssss !!!  I can't wait to get it zomg.,positive
good for you ,positive
Healed Malygos 25-man tonight. Pretty intense fight! But we got him ,positive
Thinking of you. Everything crossed  Turn baby turn!,positive
"Good morning! Its tuesday. Automatically better than Monday. Almost payday, and closer to the weekend. ",positive
Roxy: That's hysterical! What's your Kitty's name? I hope you'll be watching at 6:30am! ,positive
Pardon my outburst. I'm just amazed at how wonderful my psp is ,positive
"maybe it's just a west coast thing, anyway, today I don't mind  Nice new pic btw",positive
Don't forget to watch @andybumatai at www.theandybumataishow.com at 1 p.m. Hawaii time (later on mainland!) tomorrow. I'll be there! ,positive
any new music mixes? I'd like to hear some if you let me... ,positive
welcome then ,positive
"Heading back to the office now. Harrow wasn't too bad, there was a Caf� Nero ",positive
"Good Evening Sir,How is the travellin Man lol ",positive
very much yes ,positive
"looking great iain!!!!  You can never get ready early enough, when it comes to stuff like that! :p",positive
3 days and I shall be blonde whoop ,positive
Well .... I'm on holiday!!! ,positive
PRETTY GOOD THANKS  YOU?  haha,positive
I totally agree. Hot Rod is funniest film since Something about Mary. Hmm. I can feel a repeat viewing coming on ,positive
I'm going to try this last hour. I even turn the volume up on the alarm so I won't miss it. Nitey nite ,positive
oh yay dinners ready now!  haha,positive
lol! Nope.. I'll still be in my 20's for another year. ,positive
Yayy!! It's Here!! I Keep Polishing It... It's Adorable!! ,positive
Has a happi yes! ,positive
Did you downloaded the file I've sent you via Dropbox? It's quite good stuff. Both Dropbox and the file  http://getdropbox.com,positive
"Podcast? Thanks Lols, i didn't know about that. I can pass it on to RAF. ",positive
"Yes, i found a good sized photo it will have to do ",positive
TextWrangler is awesome. Especially when I finally figured out how to increase the default font size. ,positive
WOW!! I am honored...thank you for connecting with me on my blog!!  just a mouth!,positive
cheers ..it's a variation on a theme ,positive
how r u??  how's the weather in LA?? Vienna is awesome  xx,positive
hahaha very cool! ,positive
"Yeah, I've played it. Pretty good game, especially as it hasn't bothered with DRM, and it's cheap. ",positive
yah yah I can understand; if you use firefox browser then you can get an add on called twitterfox. I love it ,positive
Well Follow Me Twice! ,positive
is on my way to Kenny's place for a game of mahjong! Wish me luck peeps!Woohoo..!!   ,positive
"Yeaah well done Hannah and its nice to have Wyvern FM local all day again, how local radio show be during the day ",positive
"excellent - the Twitterisation of everything continues apace, then ",positive
Getting ready to go out for dinner with the family to celebrate a most important day.....MY Birthday ,positive
mmm..... going to a meeting at a wine farm tomorrow in stellenbosch.... yum ,positive
glad you like it ,positive
I'd forgotten about that  We need to do that again sometime.,positive
the silent house; music to my ears  just being tonight,positive
Looking at the pictures my friend shot yesterday. They are beautiful! ,positive
"Yes, it actually does work now.  (BTW: I also stumbled over that strange widget on my first try)",positive
"running went great *haha*, got enlisted in YOGA and fitness ... going pretty well today (for a birthday) ",positive
Aw well aint u lovely  how u doin today hun?,positive
mornin all!  hope ur all well n had a nice wk end!       ,positive
I miss you fool! I'll scrounge off my dad and we can go Trafford Centre when I get back ,positive
recovering nicely thanks  Looking forward to kid's 18th birthday party on Thursday.,positive
Beach with boyfriend - just enjoying the scenery ,positive
"Having a great time on France, thanks for asking...   http://twitpic.com/2y7xo",positive
"About to start second half of the concert, Love my phone for keeping me happy ",positive
hey . . just got twilight on DVD . . loved it . . ! ! can't wait to see New Moon . . ! !  ,positive
easter parcel from UK arrived eeeeee! all that yummy chocolate from afar! mayb wont tell kids bout it and just work my way thru ,positive
have a Happy Birthday tweet ,positive
"your movie isn't out until Friday my dear! no worries, we'll all be seeing that too!! ",positive
Turns out Cookie Crisp was mildly-er appetizing ,positive
a new zealand web designer who is a twitter newbie is no longer a twitter virgin! hello hello ,positive
hi demi  im masyaa nice to know you!,positive
"Hi, thank you for following! ",positive
wooooosaaaa. now now be nice ,positive
"morning !   should have by blackberry by the end of today Wahoooooo, a phone that should hopefully work ",positive
Morning! Yeah - big to do list today. But Tuesday already feeling much better than Monday ,positive
feels good to know man. Now I know that there at least is one more freak out there ,positive
"LOL, yes it does! Iz that ur hubby? U 2 R gonna makes some v. v. cute babies! ",positive
haha im so lame its 7.30 and im off 2 bed  lol c u at 2.30!!!!!!,positive
